0xc09752d7Aa32dB555d0b9e794dD385BB9BE2E70E,2529.6158
0x95aD61163DF93f0240b491f15f5eF1648768cBEd,2529.6158
0x570bc65DDA61aA26b14E8cb44ec6236262884EbD,5122.472
0x719bA0cE69c17b19CA3395B9f2Cf5c945Df3ac55,3414.9813
0x23C48EB7Bbc804fA406D2791c9FA24559139d12c,3414.9813
0xc13456A34305e9265E907F70f76B1BA6E2055c8B,35414.6212
0x5BeB7EE6FD70906E17883aF6c66Cc481DB9E5916,3414.9813
0xac38a4065cCb6D031B5320e5b844059AA6DBC31D,17707.3106
0x6Aa6b7FeD4982c4F8F85Bd6d8B2478F0F220dE44,3414.9813
0x6b7Aa5D572fbCB67252165Def631305E00C49f7b,2529.6158
0x5c17AbE861476E919cD1dcBd321C0F170d21934E,2529.6158
0x8431315e0c4236841594842BC8425f0073044667,3794.4237
0x7770D8bd3141c6BFf536f4295aa22B0ddeC7F13b,3414.9813
0x929CB4b2501350dA5a33FDA2F6Fd9C818da65116,5122.472
0x0b5694D0654452F412eC4bb4845765521FfAb94b,2529.6158
0x6cC9fB37eD9CC2167AA8dAC90cf344b531F8f104,2529.6158
0x622685a1077Ef27Dfc6392235d764533568f3448,5122.472
0x32bA98805dd9fAD1691e5bf82B92A0B3927A3185,7588.8474
0x48D6A54Dc03C4b39bF8dA058ec3067f3aF74d208,35414.6212
0xEbF7544017277c154BC871382458adE21CfC4b51,17707.3106
0x33f321B94b47704D38d0D3D0BaB1953f70aDe243,3794.4237
0x00cC7071fdB018A224A6c3313BCdf23548E6B72f,17707.3106
0xD190730DeC3B38bd594018eB52754Be0b8FE9d75,2529.6158
0x1FB43C036c127e2a993af155EC09B76e117fa5c1,23904.8693
0xdB1F2876b8E1E1d44e3e84e83f3fadb2327bF465,2631.55
0xf5c67F89DCDFcebAF7c623499576f4b8b8Be9A04,3794.4237
0x7e7d61cC02B37Ba02a1892DC8607E3Bc9bF2795C,2529.6158
0x329f1E37920014b4F9C7E185f7405aD997675180,3794.4237
0xf50D262a10F4904C2620B0C11E9a5Cd5708C9179,2529.6158
0x60EAb44D0bB6E7E5128C3d528Ef9d0f8577DA6BB,2529.6158
0x4De6D6674B5C25Ba514cBFc0558DB20a32aE7e18,2529.6158
0x36a3b741732444C596627358A68DAc377A9e0001,2529.6158
0x09C060927Ef69aE06627aa95543703E0c86EFcB7,2529.6158
0xe736ED028764c5f4348A6989502B1F4e927Bf235,7588.8474
0xdE694b3D3DDC92914F87c8618B067a6306BAcEDA,2529.6158
0x2a6d2A05E4D81FefF59EaF028E63C31590430B67,2529.6158
0xA861361213844daF604647D7Dee5B494B1843EB5,17707.3106
0x7512657BC0ff46A1F391594Aec2F143318Bc7BF5,2529.6158
0xF3CD3c07DFBA501e801a478189351b17B4F8dBCb,3414.9813
